"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","common_selection_rate","specific_selection_rate","noise_selection_rate","scenario","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"Eta centered path BIC",4,NA,NA,NA,1.63733797812967,0.614106532603419,97629.1003358916,97273.9905677646,TRUE,19,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.000266677316162252,8.10331407634209,0.339204015399421,59.1865454839402,184,-193987.173700451,-193139.822386229,1,1,0.0641025641025641,"specific_effect_common6_specific4",27,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.63733797812967,0.672161376130042,97699.4438263301,NA,TRUE,25,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.000105320132706219,3.16914725875859,0.208496694377721,58.4847979550581,111,-194632.126816693,-194120.952926049,1,1,0.0641025641025641,"specific_effect_common6_specific4",27,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,30.6504712413258,NA,NA,NA,0.667321230696557,97715.9574163894,97280.9053908424,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.594444444444444,0.15748031496063,0.272108843537415,0.000135149847246373,5.86553887655525,0.289556070395301,59.3508575466263,257,-193656.62172608,-192473.092988281,1,1,1,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,30.6504712413258,NA,NA,NA,0.63863965696809,97748.9328847049,NA,TRUE,18,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000307867111996997,9.53328217795456,0.5998026272527,59.8317363247488,403,-192714.04039198,-190858.156807027,1,1,1,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,51.483151484953,0,NA,0.685286742424135,97675.1042079519,96996.8353744614,TRUE,2,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,1,0.436111111111111,0.203045685279188,0.337552742616034,8.1395910311943e-05,3.4876436572956,0.185769425465117,58.818887615574,200,-193968.657360107,-193047.62332291,1,1,0.91025641025641,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,51.483151484953,0,NA,0.644727033561779,97745.6957147562,NA,TRUE,22,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,NA,NA,NA,NA,0.000299491051772682,9.1902648178079,0.58204442210718,59.7863309561307,375,-192900.983199894,-191174.044380149,1,1,0.91025641025641,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.82352434209643,0.5955359269663,97524.0436061425,97146.8286078891,TRUE,42,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000411167483607678,40.1807375913375,0.628330568898056,60.9025099419186,178,-193818.506772626,-192998.78647952,1,1,0.0384615384615385,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.82352434209643,0.692960058492888,97606.651772901,NA,TRUE,32,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,9.70694805447184e-05,4.51730826070521,0.169035703793,59.0010268014005,103,-194501.804752067,-194027.47222291,1,1,0.0384615384615385,"specific_effect_common6_specific4",28,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,31.643304131536,NA,NA,NA,0.689844520266173,97609.2059008628,97169.9401894763,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.569444444444444,0.163265306122449,0.280701754385965,9.77346045028236e-05,6.77741424138399,0.252838080539115,59.3610203676198,248,-193505.288492538,-192363.206286413,1,1,0.974358974358974,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,31.643304131536,NA,NA,NA,0.646970641059093,97641.6640374011,NA,TRUE,14,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.000251971049593057,7.83706415290547,0.553125858418134,59.4988936746281,395,-192554.764739604,-190735.722516139,1,1,0.974358974358974,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,75.368744400617,0,NA,0.717390249982016,97543.0473403126,96598.615865923,TRUE,2,22,73,1,0.653846153846154,0.301369863013699,0.463157894736842,1,0.227777777777778,0.327868852459016,0.493827160493827,4.4748962944553e-05,4.33138051600633,0.108531962423827,58.9756560116417,125,-194222.625270752,-193646.978997504,1,1,0.653846153846154,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,75.368744400617,0,NA,0.665212156414878,97624.9792027638,NA,TRUE,14,22,73,1,0.653846153846154,0.301369863013699,0.463157894736842,NA,NA,NA,NA,0.000208832076042417,7.10203752367508,0.475517561819615,59.3622143411443,295,-193212.170598228,-191853.645393361,1,1,0.653846153846154,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.46737178540813,0.667365471526797,97490.101552028,97176.3792884661,TRUE,16,22,26,1,0.0512820512820513,0.846153846153846,0.916666666666667,NA,NA,NA,NA,0.000198555483854067,20.0358446755811,0.358094873656884,58.9209238934696,181,-193729.89939856,-192896.363594896,1,1,0.0512820512820513,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.46737178540813,0.714149591523806,97537.5664137352,NA,TRUE,21,22,26,1,0.0512820512820513,0.846153846153846,0.916666666666667,NA,NA,NA,NA,8.25592200585874e-05,4.96299069380877,0.193664802457113,58.8599657456505,107,-194336.003012619,-193843.249802719,1,1,0.0512820512820513,"specific_effect_common6_specific4",29,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,7.35854385430919,NA,NA,NA,0.568765873442804,97104.5858586758,96987.0938960731,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.913888888888889,0.10840108401084,0.19559902200489,0.000286321575697906,12.4359823816182,0.649680951564469,60.1219129769226,372,-191639.48675357,-189926.363444383,1,1,1,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,7.35854385430919,NA,NA,NA,0.562814469857351,97106.8200537483,NA,TRUE,7,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000335238463432863,13.2218337974095,0.753728117575059,60.1767811992927,403,-191429.814730067,-189573.931145114,1,1,1,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,50.8817906792664,3.23000687161431,NA,0.63066846366821,96995.5700604729,95642.5394192344,TRUE,2,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,1,0.383333333333333,0.224719101123595,0.36697247706422,7.37077432902801e-05,16.7312171151995,0.209501600971352,53.5411458890002,181,-192740.83641545,-191907.300611786,1,1,0.871794871794872,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,50.8817906792664,3.23000687161431,NA,0.568736762991754,97102.7121629624,NA,TRUE,53,22,90,1,0.871794871794872,0.244444444444444,0.392857142857143,NA,NA,NA,NA,0.000328484347932236,13.3752458818721,0.741537096553321,60.1962978824498,363,-191697.909159654,-190026.232382141,1,1,0.871794871794872,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.77807918042783,0.558740100155909,96900.1767706339,96532.557533839,TRUE,17,22,30,1,0.102564102564103,0.733333333333333,0.846153846153846,NA,NA,NA,NA,0.000311274443875975,18.1035860910007,0.449918353605149,58.7975144630031,193,-192467.156772424,-191578.358926529,1,1,0.102564102564103,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.77807918042783,0.58195380232372,96981.0794356979,NA,TRUE,20,22,30,1,0.102564102564103,0.733333333333333,0.846153846153846,NA,NA,NA,NA,0.000140311031538819,4.70184577554255,0.296474391460509,58.9547380123857,123,-193112.504972081,-192546.069039205,1,1,0.102564102564103,"specific_effect_common6_specific4",30,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,26.8947427472759,NA,NA,NA,0.659668690872884,97400.7524971331,97008.0710446123,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.686111111111111,0.139372822299652,0.244648318042813,0.000138155270661519,4.00214612742092,0.324652240028931,58.9833052745788,290,-192798.255963361,-191462.756609425,1,1,1,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,26.8947427472759,NA,NA,NA,0.64339194177972,97430.1451308362,NA,TRUE,19,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000329262388060047,5.93652987950774,0.649861239563927,59.2832161600099,403,-192076.464884243,-190220.581299289,1,1,1,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,53.5464251163625,0,NA,0.677739679816113,97348.9756142536,96639.4776130956,TRUE,2,22,88,1,0.846153846153846,0.25,0.4,1,0.427777777777778,0.206185567010309,0.341880341880342,6.19551565091255e-05,2.81033772289139,0.181089316910754,58.542954227203,197,-193337.123438548,-192429.904911908,1,1,0.846153846153846,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,53.5464251163625,0,NA,0.649551148160461,97422.1713729061,NA,TRUE,20,22,88,1,0.846153846153846,0.25,0.4,NA,NA,NA,NA,0.00030530930906313,5.27348078970606,0.611270624451246,59.1241918521492,355,-192392.089621774,-190757.254205748,1,1,0.846153846153846,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.73688874157652,0.60138928625839,97211.9696254754,96839.9750902034,TRUE,28,22,28,1,0.0769230769230769,0.785714285714286,0.88,NA,NA,NA,NA,0.000288874553650557,16.5377402029755,0.414162496084004,59.3043222050447,187,-193132.189013781,-192271.022189001,1,1,0.0769230769230769,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.73688874157652,0.663361751475827,97301.310607015,NA,TRUE,22,22,28,1,0.0769230769230769,0.785714285714286,0.88,NA,NA,NA,NA,0.000114756261833186,2.97636618421879,0.248530834483389,58.4622178263437,115,-193808.229356947,-193278.634785558,1,1,0.0769230769230769,"specific_effect_common6_specific4",31,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,52.5397930882267,NA,NA,NA,0.69943860848787,97303.097856924,96604.3602924646,TRUE,2,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,1,0.444444444444444,0.2,0.333333333333333,8.41540013589721e-05,2.83416009843887,0.184737850069892,58.8276820957083,203,-193203.921392215,-192269.071844459,1,1,0.91025641025641,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,52.5397930882267,NA,NA,NA,0.681868641800256,97367.5415838151,NA,TRUE,9,22,93,1,0.91025641025641,0.236559139784946,0.382608695652174,NA,NA,NA,NA,0.000256920493217452,4.78836421020233,0.486283001334597,59.3122080252338,375,-192144.674938012,-190417.736118266,1,1,0.91025641025641,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,97.6669040389837,0,NA,0.710016203129619,97235.2652305189,96030.5053044958,TRUE,2,22,67,1,0.576923076923077,0.328358208955224,0.49438202247191,1,0.172222222222222,0.392156862745098,0.563380281690141,6.15622553442829e-05,1.86689094459177,0.11415779649816,58.4287664165732,105,-193745.216156745,-193261.673287216,1,1,0.576923076923077,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,97.6669040389837,0,NA,0.676363810091827,97336.4038813617,NA,TRUE,7,22,67,1,0.576923076923077,0.328358208955224,0.49438202247191,NA,NA,NA,NA,0.000204525606275528,3.5059270536088,0.387537630049784,59.0251586610144,271,-192800.806082119,-191552.804961717,1,1,0.576923076923077,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.70918884298412,0.644070488030016,97185.9131596628,96820.9199545717,TRUE,19,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000256139550030926,13.963411571514,0.349732132403049,58.553223753371,178,-193142.245879667,-192322.525586561,1,1,0.0384615384615385,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.70918884298412,0.724011113181778,97231.2729017901,NA,TRUE,19,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,7.46306931989815e-05,1.82127298733536,0.164231506930878,58.4518486672589,103,-193751.047009845,-193276.714480688,1,1,0.0384615384615385,"specific_effect_common6_specific4",32,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,41.1834661856486,NA,NA,NA,0.687202063355654,97649.5035571151,97082.7651107716,TRUE,2,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.536111111111111,0.171673819742489,0.293040293040293,0.00013405481332485,2.48068148620113,0.288106433317247,58.6910904744056,236,-193668.77686839,-192581.956704497,1,1,0.961538461538462,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,41.1834661856486,NA,NA,NA,0.645359356261689,97701.9803267666,NA,TRUE,13,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.00033791252393366,3.43476912273878,0.674158688873816,58.9806299122668,391,-192703.028339451,-190902.40679673,1,1,0.961538461538462,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,77.7003594194893,0,NA,0.686306408419137,97586.4626120056,96603.6712261781,TRUE,2,22,81,1,0.756410256410256,0.271604938271605,0.427184466019418,1,0.275,0.287769784172662,0.446927374301676,9.34706198733224e-05,1.94978925499031,0.17171687597741,58.4717806412891,142,-194192.023974396,-193538.089807985,1,1,0.756410256410256,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,77.7003594194893,0,NA,0.650584373224507,97686.8250712024,NA,TRUE,9,22,81,1,0.756410256410256,0.271604938271605,0.427184466019418,NA,NA,NA,NA,0.00030139110196272,3.1915886780809,0.62411787651712,58.9249779932619,327,-193114.814166178,-191608.92351536,1,1,0.756410256410256,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.92043131244264,0.612179780283907,97459.049617422,97073.3334046052,TRUE,23,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.000302042661184705,15.7246914582372,0.510219132850417,58.2992718741293,175,-193709.242061022,-192903.337278474,1,1,0.0256410256410256,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.92043131244264,0.680506587400641,97545.0473304663,NA,TRUE,24,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,9.36412702178443e-05,0.821340927123378,0.18839728068813,58.0882466247965,99,-194406.226888313,-193950.315039901,1,1,0.0256410256410256,"specific_effect_common6_specific4",33,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,38.3573193001677,NA,NA,NA,0.705542474352978,97706.5422955072,97186.6039402283,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.502777777777778,0.180995475113122,0.306513409961686,0.000129322605216006,1.45447878264699,0.244750740462553,57.5249410057519,224,-193865.747408522,-192834.189286861,1,1,0.974358974358974,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,38.3573193001677,NA,NA,NA,0.686139009639482,97756.5863777354,NA,TRUE,13,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.000335387844051366,1.86731897762719,0.542028516821184,57.7153750813268,395,-192784.609420273,-190965.567196808,1,1,0.974358974358974,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,73.9320707949633,0,NA,0.688974755034098,97654.3082155591,96724.6136886769,TRUE,2,22,77,1,0.705128205128205,0.285714285714286,0.444444444444444,1,0.233333333333333,0.32258064516129,0.48780487804878,9.14074748736733e-05,1.45104311589816,0.168173023183656,57.3023353220485,127,-194431.331510688,-193846.474897067,1,1,0.705128205128205,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,73.9320707949633,0,NA,0.681260275829366,97738.0106614382,NA,TRUE,10,22,77,1,0.705128205128205,0.285714285714286,0.444444444444444,NA,NA,NA,NA,0.000286690299568961,1.49501308274482,0.461322505391055,57.4525646750997,311,-193327.709431113,-191895.501503271,1,1,0.705128205128205,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.70371638697763,0.636355943422912,97575.2960524972,97228.7230366524,TRUE,10,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.000314922076248119,16.8640218924428,0.481627350723202,57.595309810478,175,-193941.734931173,-193135.830148625,1,1,0.0256410256410256,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.70371638697763,0.69422777111733,97622.8172772495,NA,TRUE,29,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,9.94116200054761e-05,1.82380274640147,0.179223671597547,57.2248338754659,99,-194561.76678188,-194105.854933467,1,1,0.0256410256410256,"specific_effect_common6_specific4",34,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,39.3964984266991,NA,NA,NA,0.685353142602402,97692.6087628002,97153.7201754603,TRUE,2,22,94,1,0.923076923076923,0.234042553191489,0.379310344827586,1,0.555555555555556,0.166666666666667,0.285714285714286,0.00010405287801456,1.91115234849287,0.21166429725088,58.7961697621983,243,-193706.632992808,-192587.576637613,1,1,0.923076923076923,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,39.3964984266991,NA,NA,NA,0.682102058885612,97740.9766729971,NA,TRUE,9,22,94,1,0.923076923076923,0.234042553191489,0.379310344827586,NA,NA,NA,NA,0.000279910556569933,2.00178302276234,0.489019094415983,58.830354324873,379,-192863.91409526,-191118.55459477,1,1,0.923076923076923,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,70.3434264560842,0,NA,0.6856678088686,97639.220032295,96748.5227886388,TRUE,2,22,81,1,0.756410256410256,0.271604938271605,0.427184466019418,1,0.272222222222222,0.289855072463768,0.449438202247191,6.982928620551e-05,1.17833255963053,0.133776311651269,58.4610020636295,141,-194304.446570253,-193655.117574029,1,1,0.756410256410256,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,70.3434264560842,0,NA,0.675190812183148,97729.3863256916,NA,TRUE,9,22,81,1,0.756410256410256,0.271604938271605,0.427184466019418,NA,NA,NA,NA,0.000256011587318536,1.73519470643478,0.455843632617769,58.734263364386,327,-193199.936675156,-191694.046024338,1,1,0.756410256410256,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.726401960874,0.643052551151724,97549.6368242851,97183.828317462,TRUE,26,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000267007595631532,10.0393013594014,0.333776386272399,58.3423137115401,178,-193869.693208911,-193049.972915805,1,1,0.0384615384615385,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.726401960874,0.690228607305682,97603.5125282631,NA,TRUE,20,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,8.00780377140447e-05,0.688943411248012,0.147734148961904,58.1519955492231,103,-194495.526262791,-194021.193733634,1,1,0.0384615384615385,"specific_effect_common6_specific4",35,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,19.3062796450086,NA,NA,NA,0.71331869145942,97466.4292581609,97178.641530018,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.763888888888889,0.126984126984127,0.225352112676056,0.000199528027488799,1.93951324672531,0.340007468104155,58.377551826349,318,-192736.192337605,-191271.748218461,1,1,1,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,19.3062796450086,NA,NA,NA,0.6928731318459,97481.0086161493,NA,TRUE,13,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000317651096454259,2.1234168708364,0.507479499114265,58.3894759487315,403,-192178.191854869,-190322.308269916,1,1,1,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,56.7778343127185,3.35031073890957,NA,0.714785905016551,97375.7263155246,95907.2849275826,TRUE,2,22,86,1,0.82051282051282,0.255813953488372,0.407407407407407,1,0.341666666666667,0.245398773006135,0.394088669950739,9.73137317170761e-05,13.3692797744792,0.160221093453033,54.0108429709111,166,-193604.765254738,-192840.307003864,1,1,0.82051282051282,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,56.7778343127185,3.35031073890957,NA,0.700421772260047,97470.6834946541,NA,TRUE,8,22,86,1,0.82051282051282,0.255813953488372,0.407407407407407,NA,NA,NA,NA,0.000300014347140008,1.6487256064988,0.471793605792175,58.1374497835357,347,-192544.375907501,-190946.381852964,1,1,0.82051282051282,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.67390368531751,0.696367755136118,97303.2094230255,96942.2255347747,TRUE,4,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000227726408144083,6.11994383535925,0.282978034421213,57.3300312099883,178,-193376.838406392,-192557.118113286,1,1,0.0384615384615385,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.67390368531751,0.714840557264669,97342.9045970242,NA,TRUE,16,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000115751557905886,1.16049078115029,0.168127721829017,57.6160950421313,103,-193974.310400313,-193499.977871157,1,1,0.0384615384615385,"specific_effect_common6_specific4",36,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,31.6374723881493,NA,NA,NA,0.695880719175391,97932.8320935245,97488.5273659519,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.611111111111111,0.153846153846154,0.266666666666667,0.000144756865740813,2.99783559473913,0.291089727814165,58.9766821135703,263,-194048.924548677,-192837.764789762,1,1,0.987179487179487,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,31.6374723881493,NA,NA,NA,0.675872188080748,97967.0226882778,NA,TRUE,10,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000313261696088635,2.60994072932472,0.546405726039887,58.9238600400962,399,-193177.851020242,-191340.388116032,1,1,0.987179487179487,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,74.9152507137584,3.01668350611852,NA,0.715123349284586,97836.4820608801,96234.6764573338,TRUE,2,22,85,1,0.807692307692308,0.258823529411765,0.411214953271028,1,0.275,0.287769784172662,0.446927374301676,0.000113393711608128,7.35684750996756,0.17682643510571,54.8296028646113,142,-194692.062872145,-194038.128705734,1,1,0.807692307692308,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,74.9152507137584,3.01668350611852,NA,0.68188896202981,97954.1837094497,NA,TRUE,11,22,85,1,0.807692307692308,0.258823529411765,0.411214953271028,NA,NA,NA,NA,0.000284708283832491,2.09913248468492,0.501109786622723,58.7327098262673,343,-193539.007358209,-191959.433984415,1,1,0.807692307692308,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.56274063909073,0.688701662121748,97788.7369917781,97446.3181893499,TRUE,16,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.000213618387683187,3.89667438405291,0.242460032603457,57.9270789941759,184,-194306.447012223,-193459.095698002,1,1,0.0641025641025641,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.56274063909073,0.70132167413664,97830.0915071577,NA,TRUE,15,22,27,1,0.0641025641025641,0.814814814814815,0.897959183673469,NA,NA,NA,NA,0.000102401921715155,1.07640397422465,0.178418474505373,58.2887197112475,111,-194893.422178348,-194382.248287704,1,1,0.0641025641025641,"specific_effect_common6_specific4",37,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,50.1985058558228,NA,NA,NA,0.709422340720132,97783.6787513479,97112.5007824045,TRUE,2,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,1,0.472222222222222,0.19047619047619,0.32,9.8470777343426e-05,5.18808391626936,0.215847293951566,59.6313119101085,213,-194096.005628273,-193115.104378657,1,1,0.897435897435897,"specific_effect_common6_specific4",38,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
